meters,price,bathrooms,category,link,municipality,operation,owner,rooms
127 m²,€ 210.000,2 baños,Piso,https://www.indomio.es/anuncios/85238269/,Alicante - Alacant,Venta,San Jose Inversiones,6
102 m²,€ 344.500,2 baños,Piso,https://www.indomio.es/anuncios/90027817/,Alicante - Alacant,Venta,Mgi Inmobiliaria,5
169 m²,€ 365.000,2 baños,Piso,https://www.indomio.es/anuncios/93547243/,Alicante - Alacant,Venta,RualCasa,6
149 m² ,€ 495.000,2 baños,Chalet,https://www.indomio.es/anuncios/92296897/,Alicante - Alacant,Venta,Housealicante,6
85 m²,€ 347.000,1 baño,Piso,https://www.indomio.es/anuncios/92450011/,Alicante - Alacant,Venta,Alcaraz Inmobiliaria,3
283 m² ,€ 325.000,2 baños,Casa rústica,https://www.indomio.es/anuncios/95726875/,Alicante - Alacant,Venta,Albi Juris Realty,6
87 m²,€ 85.000,1 baño,Piso ,https://www.indomio.es/anuncios/92778183/,Alicante - Alacant,Venta,Franquiciado Tecnocasa: ESTUDIO DESARROLLO LOS ANGELES SLU,4
80 m²,€ 135.000,1 baño,Piso,https://www.indomio.es/anuncios/92942149/,Alicante - Alacant,Venta,Fincas Hg,4
100 m²,€ 129.000,2 baños,Piso,https://www.indomio.es/anuncios/93416713/,Alicante - Alacant,Venta,Grupo Arai,5
58 m²,€ 265.000,1 baño,Piso,https://www.indomio.es/anuncios/95564509/,Alicante - Alacant,Venta,Homes Abroad,3
6.124 m²,€ 199.900,1 baño,Casa rústica ,https://www.indomio.es/anuncios/92473683/,Alicante - Alacant,Venta,Franquiciado Tecnocasa: OFICINA INMOBILIARIA PLAZA DE TOROS SLU,7
116 m²,€ 365.000,2 baños,Piso,https://www.indomio.es/anuncios/93064017/,Alicante - Alacant,Venta,Inmobiliaria Aitana,5
210 m²,€ 366.000,2 baños,Piso,https://www.indomio.es/anuncios/95047175/,Alicante - Alacant,Venta,Fuentes De Inmuebles,6
89 m²,€ 300.000,1 baño,Piso,https://www.indomio.es/anuncios/94010831/,Alicante - Alacant,Venta,Alto Inmobiliaria,3
137 m²,€ 142.000,3+ baños,Casa adosada,https://www.indomio.es/anuncios/94070427/,Alicante - Alacant,Venta,Urbana Casas,7
160 m²,€ 380.000,2 baños,Piso,https://www.indomio.es/anuncios/94848149/,Alicante - Alacant,Venta,Margamora,5
61 m²,€ 169.900,1 baño,Piso,https://www.indomio.es/anuncios/95432255/,Alicante - Alacant,Venta,Six Seconds Properties,2
187 m²,€ 272.500,2 baños,Piso ,https://www.indomio.es/anuncios/94966601/,Alicante - Alacant,Venta,Franquiciado Tecnocasa: OFICINA INMOBILIARIA GRAN VÍA PARQUE AVENIDAS SLU,7
76 m²,€ 76.087,1 baño,Piso,https://www.indomio.es/anuncios/94982967/,Alicante - Alacant,Venta,Cimma Realty,2
135 m²,€ 179.000,2 baños,Piso,https://www.indomio.es/anuncios/94979457/,Alicante - Alacant,Venta,Alto Inmobiliaria,5
70 m²,€ 104.000,1 baño,Piso,https://www.indomio.es/anuncios/95204055/,Alicante - Alacant,Venta,Nest Real Estate,4
95 m²,€ 131.000,1 baño,Piso,https://www.indomio.es/anuncios/95207741/,Alicante - Alacant,Venta,Albor Inmobiliaria,5
272 m²,€ 635.000,3+ baños,Casa adosada,https://www.indomio.es/anuncios/95224675/,Alicante - Alacant,Venta,Azulcasa,7
52 m²,€ 110.000,1 baño,Piso,https://www.indomio.es/anuncios/95363517/,Alicante - Alacant,Venta,RE/MAX Inmomás,2
133 m²,€ 348.000,2 baños,Piso,https://www.indomio.es/anuncios/95396385/,Alicante - Alacant,Venta,SB Gest,6
57 m²,€ 108.000,1 baño,Piso ,https://www.indomio.es/anuncios/95526929/,Alicante - Alacant,Venta,Franquiciado Tecnocasa: OFICINA INMOBILIARIA BULEVAR SLU,4
71 m²,€ 537.000,1 baño,Piso,https://www.indomio.es/anuncios/94937629/,Alicante - Alacant,Venta,Urbanabril Properties Costablancca,3
96 m²,€ 184.000,1 baño,Piso,https://www.indomio.es/anuncios/95595965/,Alicante - Alacant,Venta,Idealpisos,3
112 m²,€ 195.000,,Casa rústica,https://www.indomio.es/anuncios/95294775/,Alicante - Alacant,Venta,Inmobiliaria Internacional Mediterránea,4
50 m²,€ 260.000,1 baño,Piso,https://www.indomio.es/anuncios/95457227/,Alicante - Alacant,Venta,Albor Inmobiliaria,2
114 m²,€ 255.000,1 baño,Piso,https://www.indomio.es/anuncios/95469711/,Alicante - Alacant,Venta,Rcinmuebles,2
130 m²,€ 269.000,2 baños,Piso,https://www.indomio.es/anuncios/95572461/,Alicante - Alacant,Venta,Inmo Mash Alicante,5
58 m²,€ 257.900,,Piso,https://www.indomio.es/anuncios/95605245/,Alicante - Alacant,Venta,Inmobeach,2
75 m²,€ 89.500,1 baño,Piso,https://www.indomio.es/anuncios/95609959/,Alicante - Alacant,Venta,Ilucant grupo inmobiliario,4
139 m²,€ 275.000,2 baños,Piso,https://www.indomio.es/anuncios/95674685/,Alicante - Alacant,Venta,Embassy My Home,5
116 m²,€ 275.000,2 baños,Piso,https://www.indomio.es/anuncios/95764347/,Alicante - Alacant,Venta,Azulcasa,5
98 m²,€ 230.000,2 baños,Piso,https://www.indomio.es/anuncios/95783497/,Alicante - Alacant,Venta,Anveran Real Estate,5
506 m² ,€ 1.390.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/95802301/,Alicante - Alacant,Venta,CarmenUlloa Real Estate,7
340 m² ,€ 985.000,3+ baños,Chalet,https://www.indomio.es/anuncios/95812279/,Alicante - Alacant,Venta,Anveran Real Estate,6
105 m²,€ 158.500,,Piso,https://www.indomio.es/anuncios/95848353/,Alicante - Alacant,Venta,MyM Inmobiliaria Gestión Integral,3
92 m²,€ 179.900,2 baños,Piso ,https://www.indomio.es/anuncios/95857025/,Alicante - Alacant,Venta,Franquiciado Tecnocasa: OFICINA INMOBILIARIA SAN BLAS SANTO DOMINGO SLU,5
59 m²,€ 139.000,1 baño,Piso,https://www.indomio.es/anuncios/95914995/,Alicante - Alacant,Venta,Inmobiliaria Aitana,4
44 m² ,€ 208.000,1 baño,Casa unifamiliar,https://www.indomio.es/anuncios/95947173/,Alicante - Alacant,Venta,CENTURY 21 Mediterranean Homes,2
,€ 265.000,1 baño,Piso,https://www.indomio.es/anuncios/95584393/,Alicante - Alacant,Venta,Tadeo Homes,2
180 m²,€ 725.000,3 baños,Piso,https://www.indomio.es/anuncios/95602651/,Alicante - Alacant,Venta,Viva Costa,7
310 m² ,€ 525.000,3+ baños,Chalet,https://www.indomio.es/anuncios/95602663/,Alicante - Alacant,Venta,Viva Costa,6
220 m²,€ 1.300.000,3 baños,Piso,https://www.indomio.es/anuncios/95610275/,Alicante - Alacant,Venta,CarmenUlloa Real Estate,8
576 m² ,€ 780.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/95725885/,Alicante - Alacant,Venta,Inmo Gallery,5
103 m²,€ 344.500,2 baños,Piso,https://www.indomio.es/anuncios/95656595/,Alicante - Alacant,Venta,IS Real Estate,5
80 m²,€ 175.000,1 baño,Piso ,https://www.indomio.es/anuncios/95750499/,Alicante - Alacant,Venta,,4
674 m²,,,Edificio,https://www.indomio.es/anuncios/95754567/,Alicante - Alacant,Venta,Mivo Real Estate,
3.497 m² ,€ 489.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95783823/,Alicante - Alacant,Venta,Fuentes De Inmuebles,6
165 m²,€ 500.000,2 baños,Piso,https://www.indomio.es/anuncios/95804611/,Alicante - Alacant,Venta,San Jose Inversiones,6
73 m²,€ 220.000,1 baño,Piso,https://www.indomio.es/anuncios/95811915/,Alicante - Alacant,Venta,Fundeco,2
120 m²,€ 685.000,3 baños,Piso,https://www.indomio.es/anuncios/95835311/,Alicante - Alacant,Venta,Inmocosta Servicios Inmobiliarios,7
145 m²,€ 267.000,2 baños,Piso,https://www.indomio.es/anuncios/95834851/,Alicante - Alacant,Venta,Housell,6
164 m²,€ 410.000,2 baños,Piso,https://www.indomio.es/anuncios/95898789/,Alicante - Alacant,Venta,Mar Y Golf Servicios Inmobiliarios,6
180 m² ,€ 370.000,3 baños,Casa pareada,https://www.indomio.es/anuncios/95962845/,Alicante - Alacant,Venta,,7
103 m²,€ 285.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95986491/,Alicante - Alacant,Venta,Fc Servicios Inmobiliarios,6
100 m²,€ 206.000,2 baños,Piso,https://www.indomio.es/anuncios/89651191/,Alicante - Alacant,Venta,Arq`s Gestion Inmobiliaria,5
200 m²,€ 850.000,3 baños,Piso,https://www.indomio.es/anuncios/91687633/,Alicante - Alacant,Venta,Alto Inmobiliaria,6
122 m²,€ 416.500,2 baños,Piso,https://www.indomio.es/anuncios/95429397/,Alicante - Alacant,Venta,Alicante Real Estate,6
105 m²,€ 444.000,2 baños,Piso,https://www.indomio.es/anuncios/93650361/,Alicante - Alacant,Venta,Neodom,4
86 m² ,€ 449.750,2 baños,Piso,https://www.indomio.es/anuncios/93881869/,Alicante - Alacant,Venta,Costa Blanca Eiendom,6
98 m² ,€ 431.750,2 baños,Piso,https://www.indomio.es/anuncios/93881871/,Alicante - Alacant,Venta,Costa Blanca Eiendom,6
100 m²,€ 235.000,2 baños,Piso,https://www.indomio.es/anuncios/94155549/,Alicante - Alacant,Venta,Grupo Arai,5
55 m²,€ 119.000,2 baños,Piso,https://www.indomio.es/anuncios/94740535/,Alicante - Alacant,Venta,Grupo Economicasa Alicante,4
112 m²,€ 290.000,2 baños,Piso,https://www.indomio.es/anuncios/94416087/,Alicante - Alacant,Venta,Alto Inmobiliaria,5
403 m²,€ 895.000,3+ baños,Casa adosada,https://www.indomio.es/anuncios/95820341/,Alicante - Alacant,Venta,New House Alicante,5
115 m²,€ 234.000,1 baño,Piso,https://www.indomio.es/anuncios/94974633/,Alicante - Alacant,Venta,Albor Inmobiliaria,4
146 m²,,2 baños,Piso,https://www.indomio.es/anuncios/95041639/,Alicante - Alacant,Venta,Kaiser & Wolf,6
195 m²,€ 499.000,3 baños,Casa pareada,https://www.indomio.es/anuncios/95147483/,Alicante - Alacant,Venta,RuralCoast,6
74 m²,€ 199.900,2 baños,Piso,https://www.indomio.es/anuncios/95424369/,Alicante - Alacant,Venta,Alicante Real Estate,3
90 m²,€ 119.000,1 baño,Piso,https://www.indomio.es/anuncios/95987029/,Alicante - Alacant,Venta,Casalink,5
,€ 275.000,2 baños,Piso,https://www.indomio.es/anuncios/95311337/,Alicante - Alacant,Venta,Tadeo Homes,5
140 m²,,2 baños,Piso,https://www.indomio.es/anuncios/95323985/,Alicante - Alacant,Venta,Inmo Mash Alicante,6
95 m²,€ 225.000,2 baños,Piso,https://www.indomio.es/anuncios/95018171/,Alicante - Alacant,Venta,Amura Inmobiliaria Alicante,5
200 m²,€ 139.900,2 baños,Piso,https://www.indomio.es/anuncios/95119277/,Alicante - Alacant,Venta,Spaintur Servicios Inmobiliarios,7
355 m² ,€ 498.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/95714361/,Alicante - Alacant,Venta,Abarca Servicios Inmobiliarios,8
121 m²,€ 237.000,2 baños,Piso,https://www.indomio.es/anuncios/95135707/,Alicante - Alacant,Venta,Ilucant grupo inmobiliario,5
860 m² ,€ 5.000.000,3+ baños,Chalet ,https://www.indomio.es/anuncios/95249177/,Alicante - Alacant,Venta,,8
90 m²,€ 249.000,1 baño,Piso,https://www.indomio.es/anuncios/95265629/,Alicante - Alacant,Venta,VENTANAS AL MAR URBANOVA,3
94 m²,€ 160.000,2 baños,Piso,https://www.indomio.es/anuncios/95369295/,Alicante - Alacant,Venta,Al Andalus Properties Spain,5
274 m² ,€ 454.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95717427/,Alicante - Alacant,Venta,Rcinmuebles,8
59 m²,€ 179.900,1 baño,Piso,https://www.indomio.es/anuncios/95848447/,Alicante - Alacant,Venta,Embassy My Home,2
86 m²,€ 154.500,1 baño,Piso,https://www.indomio.es/anuncios/95480927/,Alicante - Alacant,Venta,Ilucant grupo inmobiliario,4
86 m²,€ 296.000,2 baños,Piso,https://www.indomio.es/anuncios/95656593/,Alicante - Alacant,Venta,IS Real Estate,4
128 m²,€ 431.750,2 baños,Piso,https://www.indomio.es/anuncios/95656601/,Alicante - Alacant,Venta,IS Real Estate,6
156 m²,€ 525.000,3 baños,Piso,https://www.indomio.es/anuncios/95626407/,Alicante - Alacant,Venta,New House Alicante,6
95 m²,€ 157.900,2 baños,Piso,https://www.indomio.es/anuncios/95738155/,Alicante - Alacant,Venta,Luper Inmobiliaria,6
102 m²,€ 250.000,1 baño,Ático,https://www.indomio.es/anuncios/95834455/,Alicante - Alacant,Venta,Inmobiliaria Casamayor,4
110 m²,€ 260.000,2 baños,Piso,https://www.indomio.es/anuncios/95857859/,Alicante - Alacant,Venta,Amura Inmobiliaria Alicante,5
76 m²,€ 105.000,1 baño,Piso,https://www.indomio.es/anuncios/95259991/,Alicante - Alacant,Venta,Housell,3
115 m²,€ 230.000,2 baños,Piso,https://www.indomio.es/anuncios/95987765/,Alicante - Alacant,Venta,Solkasa,5
63 m²,€ 165.000,1 baño,Piso,https://www.indomio.es/anuncios/96002311/,Alicante - Alacant,Venta,Alispain Properties Costablanca,2
110 m²,€ 209.900,2 baños,Piso ,https://www.indomio.es/anuncios/96004243/,Alicante - Alacant,Venta,Franquiciado Tecnocasa: OFICINA INMOBILIARIA BULEVAR SLU,3
120 m²,€ 250.000,2 baños,Piso,https://www.indomio.es/anuncios/79547729/,Alicante - Alacant,Venta,El Nonno Inmobiliaria,6
160 m²,€ 385.000,3 baños,Piso,https://www.indomio.es/anuncios/80799332/,Alicante - Alacant,Venta,Alquilotucasa Monovar,7
325 m² ,€ 630.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95681167/,Alicante - Alacant,Venta,ébano estudio inmobiliario,8
131 m²,€ 480.000,2 baños,Piso,https://www.indomio.es/anuncios/89721949/,Alicante - Alacant,Venta,HogarAbitat Servicios Inmobiliarios,5
58 m²,€ 156.000,2 baños,Piso,https://www.indomio.es/anuncios/95565865/,Alicante - Alacant,Venta,Homes Abroad,3
136 m² ,€ 1.084.857,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95703469/,Alicante - Alacant,Venta,Urbanabril Properties Costablancca,5
214 m²,€ 350.000,3 baños,Piso,https://www.indomio.es/anuncios/93325959/,Alicante - Alacant,Venta,Habitale Mestalla,7
113 m²,€ 425.000,2 baños,Piso,https://www.indomio.es/anuncios/95273205/,Alicante - Alacant,Venta,Grupo Economicasa Alicante,5
130 m²,€ 255.000,2 baños,Piso,https://www.indomio.es/anuncios/94001869/,Alicante - Alacant,Venta,Solkasa,5
105 m²,€ 430.000,2 baños,Piso,https://www.indomio.es/anuncios/94373965/,Alicante - Alacant,Venta,Percan Inmobiliaria,5
85 m²,€ 130.000,1 baño,Piso,https://www.indomio.es/anuncios/94384497/,Alicante - Alacant,Venta,Arq`s Gestion Inmobiliaria,4
254 m²,€ 445.000,2 baños,Piso,https://www.indomio.es/anuncios/94423613/,Alicante - Alacant,Venta,Fincas Hg,7
40 m²,€ 179.000,1 baño,Piso,https://www.indomio.es/anuncios/94660651/,Alicante - Alacant,Venta,San Jose Inversiones,2
108 m²,€ 270.000,1 baño,Piso,https://www.indomio.es/anuncios/95460707/,Alicante - Alacant,Venta,Inmobiliaria Coves,3
210 m²,€ 450.000,2 baños,Ático,https://www.indomio.es/anuncios/95972383/,Alicante - Alacant,Venta,Alicante Costa Blanca Home,6
240 m²,€ 398.000,2 baños,Piso,https://www.indomio.es/anuncios/95499465/,Alicante - Alacant,Venta,Channel Group,6
85 m²,€ 128.000,1 baño,Piso,https://www.indomio.es/anuncios/95499403/,Alicante - Alacant,Venta,Alispain Properties Costablanca,4
130 m²,€ 265.000,2 baños,Piso,https://www.indomio.es/anuncios/95516095/,Alicante - Alacant,Venta,Martínez Rincón Servicios Inmobiliarios,6
285 m² ,€ 575.002,2 baños,Chalet,https://www.indomio.es/anuncios/95518689/,Alicante - Alacant,Venta,Spain Property Shop,5
100 m²,€ 285.000,2 baños,Piso,https://www.indomio.es/anuncios/95518283/,Alicante - Alacant,Venta,Channel Group,5
119 m²,€ 165.000,2 baños,Piso,https://www.indomio.es/anuncios/95550459/,Alicante - Alacant,Venta,Alaya Properties,5
111 m²,€ 371.000,3 baños,Piso,https://www.indomio.es/anuncios/95560511/,Alicante - Alacant,Venta,Inmonort,6
74 m²,€ 199.900,2 baños,Piso,https://www.indomio.es/anuncios/95571589/,Alicante - Alacant,Venta,Habitalia Alicante,3
402 m²,€ 320.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/95583135/,Alicante - Alacant,Venta,Housell,6
88 m²,€ 220.000,2 baños,Piso,https://www.indomio.es/anuncios/95616489/,Alicante - Alacant,Venta,Fuentes De Inmuebles,5
121 m²,€ 99.900,2 baños,Piso,https://www.indomio.es/anuncios/95661705/,Alicante - Alacant,Venta,Núcleo Inmobiliaria,5
196 m²,€ 440.000,2 baños,Ático,https://www.indomio.es/anuncios/95761131/,Alicante - Alacant,Venta,Inmobiliaria Casamayor,5
55 m²,€ 320.000,2 baños,Piso,https://www.indomio.es/anuncios/95782143/,Alicante - Alacant,Venta,YBC Group,3
83 m²,€ 146.000,2 baños,Piso,https://www.indomio.es/anuncios/95804677/,Alicante - Alacant,Venta,Habitalia Alicante,5
177 m²,€ 490.000,2 baños,Ático,https://www.indomio.es/anuncios/95812089/,Alicante - Alacant,Venta,Anveran Real Estate,5
115 m²,€ 485.000,2 baños,Piso,https://www.indomio.es/anuncios/93497349/,Alicante - Alacant,Venta,ébano estudio inmobiliario,5
391 m²,€ 1.600.000,3+ baños,Ático,https://www.indomio.es/anuncios/93543635/,Alicante - Alacant,Venta,Inmobiliaria Casamayor,7
121 m²,€ 1.000.000,2 baños,Piso,https://www.indomio.es/anuncios/93849861/,Alicante - Alacant,Venta,InmoQUEST,5
850 m² ,€ 1.285.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/95726933/,Alicante - Alacant,Venta,Albi Juris Realty,10
114 m²,€ 179.000,2 baños,Piso,https://www.indomio.es/anuncios/94237321/,Alicante - Alacant,Venta,Habitalia Alicante,6
,€ 240.000,1 baño,Piso,https://www.indomio.es/anuncios/94325633/,Alicante - Alacant,Venta,VENTANAS AL MAR URBANOVA,3
247 m² ,€ 513.800,3 baños,Casa adosada,https://www.indomio.es/anuncios/95675723/,Alicante - Alacant,Venta,Fuentes De Inmuebles,8
458 m²,€ 320.000,,Edificio,https://www.indomio.es/anuncios/94360881/,Alicante - Alacant,Venta,Fincas Hg,
215 m²,€ 298.000,3 baños,Chalet,https://www.indomio.es/anuncios/94672545/,Alicante - Alacant,Venta,Iduss Home Broker Alicante,7
135 m²,€ 349.000,2 baños,Piso,https://www.indomio.es/anuncios/94675215/,Alicante - Alacant,Venta,Azulcasa,6
73 m²,€ 350.000,1 baño,Piso,https://www.indomio.es/anuncios/94832397/,Alicante - Alacant,Venta,RE/MAX Inmomás,3
72 m²,€ 179.900,1 baño,Piso,https://www.indomio.es/anuncios/95432247/,Alicante - Alacant,Venta,Six Seconds Properties,2
105 m²,€ 450.000,3 baños,Casa adosada,https://www.indomio.es/anuncios/94944055/,Alicante - Alacant,Venta,INMOBILIARIA MEDIMAR,7
82 m²,€ 340.000,2 baños,Piso,https://www.indomio.es/anuncios/94952675/,Alicante - Alacant,Venta,Su Casita International,5
260 m² ,€ 575.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95738581/,Alicante - Alacant,Venta,SB Gest,6
752 m² ,€ 990.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/95719367/,Alicante - Alacant,Venta,Habitalia Alicante,8
90 m²,€ 357.000,2 baños,Piso,https://www.indomio.es/anuncios/95779223/,Alicante - Alacant,Venta,Spain Property Shop,4
66 m²,€ 174.900,1 baño,Piso,https://www.indomio.es/anuncios/95832117/,Alicante - Alacant,Venta,Mansions.es,2
158 m² ,€ 219.000,1 baño,Casa unifamiliar,https://www.indomio.es/anuncios/95882681/,Alicante - Alacant,Venta,Invermobe,4
125 m²,€ 434.000,2 baños,Piso,https://www.indomio.es/anuncios/95907763/,Alicante - Alacant,Venta,Mivo Real Estate,5
276 m² ,€ 900.000,3+ baños,Chalet,https://www.indomio.es/anuncios/95898689/,Alicante - Alacant,Venta,Mar Y Golf Servicios Inmobiliarios,7
122 m²,€ 480.000,2 baños,Piso,https://www.indomio.es/anuncios/95898725/,Alicante - Alacant,Venta,Mar Y Golf Servicios Inmobiliarios,5
90 m²,€ 180.000,1 baño,Piso,https://www.indomio.es/anuncios/95911563/,Alicante - Alacant,Venta,Casas de Alicante,4
116 m²,€ 298.700,2 baños,Piso,https://www.indomio.es/anuncios/95951603/,Alicante - Alacant,Venta,Ilucant grupo inmobiliario,5
173 m²,€ 795.000,2 baños,Piso,https://www.indomio.es/anuncios/95987813/,Alicante - Alacant,Venta,Spaintur Servicios Inmobiliarios,5
115 m²,€ 230.000,2 baños,Piso,https://www.indomio.es/anuncios/95990417/,Alicante - Alacant,Venta,Fuentes De Inmuebles,5
102 m²,€ 230.000,2 baños,Piso,https://www.indomio.es/anuncios/96002491/,Alicante - Alacant,Venta,Idealpisos,5
150 m²,€ 305.000,3 baños,Casa unifamiliar,https://www.indomio.es/anuncios/85247021/,Alicante - Alacant,Venta,Urbanabril Properties Costablancca,7
134 m²,€ 682.500,2 baños,Piso,https://www.indomio.es/anuncios/85247095/,Alicante - Alacant,Venta,Urbanabril Properties Costablancca,6
580 m² ,€ 3.300.000,3+ baños,Casa unifamiliar,https://www.indomio.es/anuncios/95703439/,Alicante - Alacant,Venta,Urbanabril Properties Costablancca,6
220 m² ,€ 180.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95683893/,Alicante - Alacant,Venta,Alcaraz Inmobiliaria,6
99 m² ,€ 800.000,1 baño,Casa unifamiliar,https://www.indomio.es/anuncios/95802943/,Alicante - Alacant,Venta,Abarca Servicios Inmobiliarios,4
65 m²,€ 215.000,2 baños,Piso,https://www.indomio.es/anuncios/95753263/,Alicante - Alacant,Venta,INMOGLOBAL,4
109 m²,€ 200.000,2 baños,Piso,https://www.indomio.es/anuncios/94394267/,Alicante - Alacant,Venta,Ilucant grupo inmobiliario,7
61 m²,€ 63.900,1 baño,Piso,https://www.indomio.es/anuncios/94394113/,Alicante - Alacant,Venta,Ilucant grupo inmobiliario,4
78 m²,€ 60.000,1 baño,Piso,https://www.indomio.es/anuncios/94394311/,Alicante - Alacant,Venta,Ilucant grupo inmobiliario,4
165 m²,€ 409.000,2 baños,Piso,https://www.indomio.es/anuncios/94631163/,Alicante - Alacant,Venta,Albor Inmobiliaria,6
60 m²,€ 110.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/94664581/,Alicante - Alacant,Venta,Urbanabril Properties Costablancca,4
66 m²,€ 155.000,2 baños,Piso,https://www.indomio.es/anuncios/94850793/,Alicante - Alacant,Venta,RE/MAX Inmomás,4
170 m² ,€ 460.000,2 baños,Ático ,https://www.indomio.es/anuncios/94865745/,Alicante - Alacant,Venta,,4
66 m²,€ 101.500,1 baño,Piso,https://www.indomio.es/anuncios/94977341/,Alicante - Alacant,Venta,Ilucant grupo inmobiliario,4
113 m²,€ 370.700,2 baños,Piso,https://www.indomio.es/anuncios/94996607/,Alicante - Alacant,Venta,Ilucant grupo inmobiliario,6
191 m²,€ 425.000,3 baños,Piso,https://www.indomio.es/anuncios/95095929/,Alicante - Alacant,Venta,YBC Group,7
105 m²,€ 375.000,2 baños,Piso,https://www.indomio.es/anuncios/95121781/,Alicante - Alacant,Venta,Casas y Pisos Alicante,4
143 m² ,€ 172.000,2 baños,Casa unifamiliar,https://www.indomio.es/anuncios/95708241/,Alicante - Alacant,Venta,Inmo Mash Alicante,5
,€ 235.000,1 baño,Piso,https://www.indomio.es/anuncios/95155641/,Alicante - Alacant,Venta,VENTANAS AL MAR URBANOVA,2
120 m²,€ 176.500,2 baños,Piso,https://www.indomio.es/anuncios/95287963/,Alicante - Alacant,Venta,Grupo Arai,6
184 m²,€ 495.000,2 baños,Piso,https://www.indomio.es/anuncios/95307605/,Alicante - Alacant,Venta,Margamora,5
160 m²,€ 395.000,2 baños,Piso,https://www.indomio.es/anuncios/95336837/,Alicante - Alacant,Venta,Inmobiliaria Nuñez,6
170 m²,€ 430.000,3 baños,Piso,https://www.indomio.es/anuncios/95375635/,Alicante - Alacant,Venta,New House Alicante,7
85 m²,€ 180.000,2 baños,Piso,https://www.indomio.es/anuncios/95134193/,Alicante - Alacant,Venta,Premium Property Spain,4
61 m² ,€ 169.900,1 baño,Piso,https://www.indomio.es/anuncios/95146569/,Alicante - Alacant,Venta,Costa Blanca Eiendom,2
305 m²,€ 675.000,,Edificio,https://www.indomio.es/anuncios/95174773/,Alicante - Alacant,Venta,Alto Inmobiliaria,
143 m² ,€ 370.000,2 baños,Piso,https://www.indomio.es/anuncios/95207701/,Alicante - Alacant,Venta,Safti,7
150 m²,€ 285.000,2 baños,Ático,https://www.indomio.es/anuncios/95309359/,Alicante - Alacant,Venta,Alto Inmobiliaria,5
140 m²,€ 200.000,2 baños,Piso,https://www.indomio.es/anuncios/95605119/,Alicante - Alacant,Venta,Inmobeach,7
,€ 245.000,2 baños,Piso,https://www.indomio.es/anuncios/95672455/,Alicante - Alacant,Venta,VENTANAS AL MAR URBANOVA,4
83 m²,€ 250.000,2 baños,Piso,https://www.indomio.es/anuncios/95671745/,Alicante - Alacant,Venta,Inmobiliaria Casamayor,5
93 m²,€ 305.000,2 baños,Piso,https://www.indomio.es/anuncios/95742723/,Alicante - Alacant,Venta,Anveran Real Estate,4
63 m²,€ 169.000,1 baño,Piso,https://www.indomio.es/anuncios/95747729/,Alicante - Alacant,Venta,Idealpisos,2
248 m²,€ 775.000,3 baños,Piso,https://www.indomio.es/anuncios/95754691/,Alicante - Alacant,Venta,RE/MAX Inmomás,9
140 m²,€ 475.000,2 baños,Piso,https://www.indomio.es/anuncios/95777553/,Alicante - Alacant,Venta,Alto Inmobiliaria,5
334 m²,€ 514.000,3 baños,Casa adosada,https://www.indomio.es/anuncios/95809213/,Alicante - Alacant,Venta,CarmenUlloa Real Estate,7
89 m²,€ 161.000,2 baños,Piso,https://www.indomio.es/anuncios/95850555/,Alicante - Alacant,Venta,InmoQUEST,5
65 m²,€ 75.000,1 baño,Piso,https://www.indomio.es/anuncios/95956603/,Alicante - Alacant,Venta,Urbanabril Properties Costablancca,3
302 m²,€ 775.000,2 baños,Piso,https://www.indomio.es/anuncios/94237465/,Alicante - Alacant,Venta,Alispain Properties Costablanca,7
140 m²,€ 359.000,2 baños,Piso,https://www.indomio.es/anuncios/89269335/,Alicante - Alacant,Venta,Alcaraz Inmobiliaria,6
67 m²,€ 100.500,1 baño,Piso,https://www.indomio.es/anuncios/95801169/,Alicante - Alacant,Venta,Aliseda Inmobiliaria,5
116 m²,€ 299.000,2 baños,Piso,https://www.indomio.es/anuncios/95827815/,Alicante - Alacant,Venta,INMOGLOBAL,5
125 m²,€ 570.000,2 baños,Piso,https://www.indomio.es/anuncios/95920709/,Alicante - Alacant,Venta,Inmobeach,6
166 m²,€ 310.000,3 baños,Piso,https://www.indomio.es/anuncios/95911963/,Alicante - Alacant,Venta,Inmobiliaria Casamayor,6
107 m²,€ 185.000,1 baño,Piso,https://www.indomio.es/anuncios/95935133/,Alicante - Alacant,Venta,Inmobiliaria Casamayor,3
36 m²,€ 140.000,1 baño,Piso,https://www.indomio.es/anuncios/95957403/,Alicante - Alacant,Venta,RE/MAX Inmomás,2
